nemo_o_isin,clase_inversion,moneda,tasa_facial,ubicacion,clasificacion,riesgo,clase
BOPI5 GRUPO ARGOS,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
XS2046737131,Notas estructuradas,COP,N/A,Notas estructuradas,Notas estructuradas,Notas estructuradas,NOTAS ESTRUCTURADAS
CDTSFN90V,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BARG219SA3,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BARG2199C1,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BARG2119C6,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BARG2199C015,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BARG219SA003,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BARG2199C006,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BMG383271050,Acciones Colombia,USD,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PISG2188E330,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
BCFC1199A020,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BNBCX3188D24,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
BCFC1199A010,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
CDTBSN80,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
CDTRCI80P,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
CDTBSNS0V,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
CDTTYAS0V,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
CDTBMMS0V,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
CDTGMA15,Variable-CORPORATIVO LOCAL,COP,DTF,NACIONAL,R FIJA,VARIABLE,R FIJA
CDTRCI10,Variable-CORPORATIVO LOCAL,COP,DTF,NACIONAL,R FIJA,VARIABLE,R FIJA
COR5LPT00107,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP PARTNER GROUP DIRECT EQUITY 2019,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKJHM0YCP10,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PECD319SA358,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
INST10150829,Inflacion-CORPORATIVO LOCAL,UVR,TASA FIJA,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COI46CB00051,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00138,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE24CB00065,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00112,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00153,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00047,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00161,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00187,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COC04CB00145,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE24CB00057,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00113,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00104,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00097,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00121,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00203,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00188,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00105,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COL12CB00032,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
US29246BAE83,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
COE15CB00261,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00154,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00279,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE01CB00022,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00246,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COL12CB00040,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00253,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE15CB00162,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COE25CB00195,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COC04CB00053,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COC04CB00087,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COT80PT00010,Titularización Inmobiliaria,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912828YB05,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
TCO364100919,TF TES,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
FEP5 FICA RENTAR FPOPULAR,VISTA,COP,TASA FIJA,NACIONAL,CAJA,VARIABLE,CAJA
FED5 FCP GIP IV,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912810SJ88,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
CORM3PT00548,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORK9PT00109,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BDVI819SF084,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BDVI8199C144,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COR7CPT00078,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
INST05041024,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
USP82290AA81,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
USP3143NAR54,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
BISG3199C030,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BEEB1179A025,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BBOC119SA060,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BDVI819SF048,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
SKEPJFZFIC01,VISTA,COP,N/A,NACIONAL,CAJA,TASA FIJA,R FIJA
CORB5PT05263,Titularización Inmobiliaria,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BLACKSTONE BREP IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BCP BLACKSTONE REAL ESTATE IX RE,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BLACKSTONE PROPERTY PARTNERS US,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORI8PT00097,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORI8PT00105,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORI8PT00063,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORI8PT00071,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORI8PT00089,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SBMP121228,Inflacion-CORPORATIVO LOCAL,UVR,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
USP7922TAA71,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
BITU719SA060,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
COR7LPT00038,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FEP5 FCP COINV EQ INFR COL II,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00341,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00358,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00366,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00374,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00382,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00390,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00408,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00416,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00424,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00432,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00440,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00457,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00465,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00473,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00481,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR39PT00333,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00457,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00465,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00473,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00481,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00499,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00507,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00515,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00523,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00531,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00549,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00556,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00564,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORG6PT00572,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR7NPT00026,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BBTA719SA005,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BBTA7199D010,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
CORM3PT00555,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BOPF5 PATAUTESTINMOBILIARIAS,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
COR6APT00090,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BPEI219SA005,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BPEI219SA010,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
US05967FAB22,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
PROMIG161029,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
BITU7199C120,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
USP4949BAH70,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
CDTHIPS0V,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
COR5LPT00115,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9MPT00040,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9MPT00065,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT01621,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9QPT00454,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02057,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT01688,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR05PT01639,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
ADVENT GPE IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP TPG GENPAR VIII,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKJZDP6CP09,Fondo de Capital Privado,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
ADVENT AGPE IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LU1767066605,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
INST15041034,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BBTA7197O029,Inflacion-CORPORATIVO LOCAL,UVR,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BBTA7197O020,Inflacion-CORPORATIVO LOCAL,UVR,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
US912828YH74,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
COR20PT02073,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02081,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02099,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02107,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02065,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR20PT02164,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BOPF5 GRUPO AVAL,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BGAA119SC05,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BGAA1199A20,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
BOPF5 GRUPO AVAL,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
BOPI5 GRUPO AVAL,Inflacion-CORPORATIVO LOCAL,COP,IPC,NACIONAL,R FIJA,INFLACIÓN,R FIJA
COR23PT00436,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00444,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00451,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00469,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00477,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00485,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00493,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00501,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00519,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR23PT00428,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
XS2083305511,Notas estructuradas,COP,TASA FIJA,NACIONAL,Notas estructuradas,TASA FIJA,NOTAS ESTRUCTURADAS
COR9BPT00977,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FEP5 FCP YCP II,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912810SK51,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
COR7UPT00070,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CDTBSN80P,Variable-CORPORATIVO LOCAL,COP,IBR,NACIONAL,R FIJA,VARIABLE,R FIJA
LU1951186714,Fondo Mutuo o Fondo Indice,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US912796TB59,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
COR6APT00108,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKJZAOKFCP19,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR7CPT00086,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FED5 FCP LCP IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORH6PT00597,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FED5 FCP DOVER STREET X,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
BCICI1210202,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
US912796TH20,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
US912828YS30,TREASURIES-MULTILATERALES-AGENCIAS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
SBECD119SA18,CORPORATIVO LOCAL,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
COR7UPT00096,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORB0PT00182,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
CORH2PT00240,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR7UPT00062,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR6NPT00036,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FCP LEXINGTON CAPITAL PARTNERS IX,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
LEXINGTON CAPITAL PARTNERS IX LP US,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
ARD COSMOS COINVEST SE,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
PLATINUM EQUITY CAPITAL PARTNERS V,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR7UPT00088,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
SKJHQQ1CP21,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR7LPT00046,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
XS2054895680,Notas estructuradas,COP,TASA FIJA,NACIONAL,Notas estructuradas,TASA FIJA,NOTAS ESTRUCTURADAS
FED5 FCP NB CO INVERSION IV,Fondo de Capital Privado,USD,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
TFIT08031127,TF TES,COP,TASA FIJA,NACIONAL,R FIJA,TASA FIJA,R FIJA
CORM3PT00563,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
FEE5 FCP PERMIRA VII,Fondo de Capital Privado,EUR,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
IE00BQ1YBP44,Fondo Mutuo o Fondo Indice,JPY,N/A,INTERNACIONAL,R VARIABLE,VARIABLE,R VARIABLE
US05968LAM46,EM CORPORATIVOS,USD,TASA FIJA,INTERNACIONAL,R FIJA,TASA FIJA,R FIJA
COR26PT01312,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01353,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01338,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01411,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01445,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01387,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01361,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR9QPT00462,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01429,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01270,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01395,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01403,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01544,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01254,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
COR26PT01320,Fondo de Capital Privado Colombia,COP,N/A,NACIONAL,R VARIABLE,VARIABLE,R VARIABLE
